internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity
266F50BB-F453-4EFA,OLB03E08DD-5784-4D41,安娜旗舰店,40af99dc-5f0f-4b8a-8,2025-10-12 09:24:14,2025-10-11 00:24:14,532.96,526.19,已签收,赵宁,SPUc2b893,2025-10-10 09:24:14,台湾省,桂香市,京东,SUB09DC9FC7-CC21-49,ONLINESUBDC836AED-FE2B-45,ORIG35478B45-059C-42,SKU6ef412,1,615.21,Optional 5thgeneration focus group,RoyalBlue,615.21,769.99,是,正常,退款关闭,0,0
8D537F51-548C-4929,OL956DF4AA-A6E2-4AA6,安娜旗舰店,0f74cf0f-6990-41eb-b,2025-10-17 16:40:00,2025-10-15 12:40:00,890.85,864.9,已发货,唐红霞,SPU8d7b71,2025-10-14 21:40:00,重庆市,辛集县,淘宝,SUBDF8D06BA-B532-4B,ONLINESUB8812A55D-2E66-47,ORIGAC8767E3-E638-4A,SKU9f290a,2,555.02,Re-contextualized uniform frame,WhiteSmoke,1110.04,625.74,否,正常,退款关闭,0,0
B854DB41-E535-4599,OL7F78788F-3234-40DF,安娜旗舰店,dd2933cc-fa6e-4952-9,2025-10-10 15:32:17,2025-10-07 22:32:17,534.31,518.7,已发货,马鑫,SPU2e603d,2025-10-07 10:32:17,广东省,呼和浩特市,得物,SUBA8ABBDF3-6EDD-48,ONLINESUB5FC332C9-0186-46,ORIG3E64A47F-2886-44,SKUa07286,1,548.84,Open-source high-level synergy,LightCyan,548.84,692.66,是,正常,申请退款,1,0
0C15DE9A-AA7F-4A1D,OLA77C1203-817A-40D0,安娜奥莱店,18a943b4-7826-4d59-9,,2025-06-08 22:15:14,1105.38,1069.05,已完成,郭秀梅,SPUa61cf8,2025-06-08 22:15:14,吉林省,荆门县,淘宝,SUB257B1B59-9B56-4D,ONLINESUB91606DD3-F915-4D,ORIGF8F56696-C100-46,SKU4ba7cd,3,434.08,Stand-alone exuding website,ForestGreen,1302.24,633.05,否,正常,成功退款,0,3
0B8B8385-44BC-4221,OL7036A9FB-E5C7-4425,安娜旗舰店,6bf5af4c-a391-4389-a,2025-10-14 19:35:26,2025-10-12 02:35:26,1440.15,1416.02,已签收,万柳,SPUc2b893,2025-10-11 05:35:26,吉林省,雷县,天猫,SUB64AEAD66-4D7C-41,ONLINESUBB123FB91-2507-47,ORIGBC58DB52-D81B-44,SKU6ef412,2,797.11,Optional 5thgeneration focus group,RoyalBlue,1594.22,1230.1,是,正常,退款关闭,0,0
CB06D85F-1A7E-4E8B,OLE7D87867-DFC8-44C3,安娜直播店,8b97c718-a817-406e-8,2025-06-12 01:54:22,2025-06-09 01:54:22,1309.04,1245.3,已发货,吴建,SPUd03f8f,2025-06-08 22:54:22,宁夏回族自治区,秀珍县,得物,SUBA5726360-0ABC-41,ONLINESUBC153E9B2-C101-48,ORIG698B6D49-A766-48,SKUc8d253,3,462.38,Front-line zero-defect middleware,RosyBrown,1387.14,544.61,否,正常,申请退款,3,0
A23E611C-0E5B-44E6,OLCAC24593-E936-40F9,安娜直播店,83dcf3c0-c894-4343-8,2025-05-27 18:18:17,2025-05-24 19:18:17,3088.2,3035.97,已完成,姜小红,SPUbdae81,2025-05-24 08:18:17,内蒙古自治区,建军市,得物,SUBE5B8355B-E0F0-4E,ONLINESUBA323764E-B94B-4B,ORIG4157F57B-0D61-42,SKUcb6285,3,1132.56,Self-enabling 24/7 strategy,SeaShell,3397.68,1494.64,是,正常,退款关闭,0,0
4FB0D3EA-E5AB-4118,OL8AAED494-4674-4279,安娜旗舰店,8853b936-4820-4096-9,2025-09-07 16:26:00,2025-09-05 16:26:00,107.61,102.72,已发货,朱梅,SPU9cfc2b,2025-09-04 20:26:00,山东省,宁德县,淘宝,SUBB34F8404-9D5E-4B,ONLINESUB127452F9-3B08-48,ORIG4F599536-FD2C-4E,SKU9558b4,1,123.0,Universal bandwidth-monitored architecture,GhostWhite,123.0,170.44,是,正常,未申请退款,0,0
39E43944-2E06-419B,OL5B3FD90E-71E0-4E88,安娜分销店,b01b824e-d422-44df-8,,2025-10-15 06:04:22,943.69,910.65,已发货,王建国,SPUa275fd,2025-10-14 14:04:22,西藏自治区,楠县,小红书,SUBC88474BB-DADC-47,ONLINESUB421A85E9-0BFF-44,ORIG1CEE5107-5FA2-4F,SKU8aff3a,1,1043.38,Customer-focused fault-tolerant frame,LightGoldenRodYellow,1043.38,1450.51,否,正常,成功退款,0,1
489268D5-F16D-43FA,OLA263B15B-1CB8-4101,安娜直播店,08fd8b4f-a0fb-498c-b,2025-05-06 10:48:29,2025-05-04 01:48:29,392.36,378.27,已发货,毛雪梅,SPUd89083,2025-05-03 23:48:29,福建省,贵阳县,京东,SUB4B005D85-E0B3-42,ONLINESUB1DA09A70-20E2-4F,ORIG2216CC0B-2DDD-47,SKU4f193d,1,478.28,Phased background core,Indigo,478.28,720.45,否,正常,申请退款,1,0
335472DD-DB79-452E,OL564C117C-7E35-4835,安娜奥莱店,f958fc21-6664-454f-9,2025-05-11 19:32:25,2025-05-09 09:32:25,1335.04,1332.03,已签收,张伟,SPU03883e,2025-05-08 20:32:25,湖北省,梧州市,天猫,SUBC9A631DA-0662-43,ONLINESUB5978F29C-996B-4E,ORIG04D298D8-C0A3-40,SKU20b06d,2,741.94,Self-enabling impactful implementation,Olive,1483.88,1003.66,是,正常,申请退款,2,0
D528CF0E-3F18-461B,OL0800AF39-CA8C-46B9,安娜分销店,af057431-bd15-4753-8,2025-05-06 06:53:02,2025-05-06 00:53:02,1156.63,1148.11,已签收,刘超,SPUe98e54,2025-05-05 20:53:02,贵州省,大冶市,天猫,SUB5C1FAEEB-1E19-4B,ONLINESUB48F3B986-6E77-4F,ORIG6A6461AC-10C3-44,SKU521576,2,594.12,Ameliorated exuding synergy,SkyBlue,1188.24,701.91,是,正常,未申请退款,0,0
16F4FE32-CA3D-4FBA,OL947F9647-BD76-44F8,安娜旗舰店,840becd2-70b1-4d7c-a,2025-07-07 21:35:09,2025-07-06 15:35:09,873.85,832.93,已发货,张红梅,SPUc79f0d,2025-07-06 01:35:09,云南省,深圳县,抖音,SUB2A0F7CED-72FE-49,ONLINESUBEEFD9A2A-B708-45,ORIGC9F034F0-06DF-41,SKU2d3be8,1,996.82,Exclusive 4thgeneration hardware,Tomato,996.82,1071.21,是,正常,退款关闭,0,0
BB7150E2-4FE5-4FE4,OLEF61EC7D-34AD-43E9,安娜分销店,48c0f36f-793c-410c-a,2025-10-03 04:15:43,2025-10-01 15:15:43,1009.95,998.3,已签收,张丽娟,SPU275e1b,2025-10-01 15:15:43,江西省,上海县,拼多多,SUB0E440EC0-C23E-43,ONLINESUB5E47A898-FA90-43,ORIG832C2694-F755-49,SKUf6a9bd,3,344.78,Horizontal content-based instruction set,DarkGoldenRod,1034.34,472.71,是,正常,未申请退款,0,0
0A190188-0397-4583,OLA132F787-642D-4CD3,安娜分销店,27be856a-92b6-40fb-a,2025-05-03 08:10:31,2025-05-03 02:10:31,892.95,862.62,已完成,王建华,SPU9d836b,2025-05-02 14:10:31,西藏自治区,潮州市,淘宝,SUB8B095718-6CDB-45,ONLINESUBB3421E39-B0C3-45,ORIGC6482BE3-291E-44,SKUd0b8b2,2,488.09,Mandatory bifurcated monitoring,Ivory,976.18,764.26,否,正常,退款关闭,0,0
F73A4D4E-5952-4464,OL708DFD7F-03C1-456E,安娜旗舰店,016eed2b-21ac-43c6-b,2025-09-02 23:48:00,2025-09-01 04:48:00,1181.58,1165.69,已完成,潘婷,SPU275e1b,2025-08-31 21:48:00,云南省,婷婷市,拼多多,SUB4541E4E7-E516-46,ONLINESUBA4AB1095-A714-47,ORIG96D82551-EAD4-4D,SKUf6a9bd,3,451.88,Horizontal content-based instruction set,DarkGoldenRod,1355.64,523.12,是,正常,未申请退款,0,0
D8900556-FB47-4325,OLFDF55367-68E7-4B87,安娜旗舰店,db533f42-21a0-4705-8,2025-06-20 09:39:03,2025-06-17 10:39:03,1771.09,1727.94,已发货,吴佳,SPUcbce7f,2025-06-17 04:39:03,北京市,武汉县,天猫,SUB84FB14DE-7FCE-40,ONLINESUBD5FF285C-95CA-42,ORIGF7C542E8-0A55-4B,SKU7938a3,2,932.49,Persistent methodical open architecture,Fuchsia,1864.98,1132.42,否,正常,申请退款,2,0
8529CFF4-F98A-4A12,OL2C1CC142-9632-4D00,安娜奥莱店,14ef6980-9791-4f02-a,2025-05-14 08:27:57,2025-05-13 16:27:57,3035.52,3016.06,已发货,苗洋,SPUe98e54,2025-05-13 12:27:57,天津市,彬市,抖音,SUB81A99C47-1B48-49,ONLINESUBEC210E60-3461-4E,ORIGBD089D7B-722C-42,SKU521576,3,1016.4,Ameliorated exuding synergy,SkyBlue,3049.2,1089.54,否,正常,申请退款,3,0
6C1933B8-3F11-46D6,OLA53A7453-93F7-45B8,安娜分销店,f82a5252-ac59-4fe9-a,2025-08-30 11:07:33,2025-08-28 13:07:33,2064.34,2010.31,已签收,林春梅,SPU9cf75d,2025-08-28 01:07:33,内蒙古自治区,东市,京东,SUB5919C9AF-5F73-43,ONLINESUB493FCAE4-FDC2-41,ORIGB4C6DB16-9502-4A,SKUca9a31,3,763.12,Re-engineered logistical array,Snow,2289.36,926.18,是,正常,退款关闭,0,0
9C048A9E-7679-451A,OL9F084458-7DE0-4856,安娜直播店,f9ff959b-a238-4708-9,2025-08-15 10:39:10,2025-08-13 02:39:10,1885.04,1820.58,已发货,刘帆,SPU4782dd,2025-08-12 15:39:10,澳门特别行政区,宁德县,得物,SUBB6919E55-FC0A-4A,ONLINESUB12E77A0E-5EFA-40,ORIGD9CC7F11-DA8B-4F,SKU57b5b9,3,757.87,Centralized local hub,MidnightBlue,2273.61,1138.94,是,正常,未申请退款,0,0
9CE4088E-9E71-42D1,OLCB3483B7-E6B8-4AE7,安娜直播店,2e630fad-0b54-4753-b,2025-09-25 15:04:28,2025-09-23 06:04:28,383.97,381.13,已发货,胡博,SPUee8a6d,2025-09-22 07:04:28,湖南省,凤英市,得物,SUB422B0EB8-50DF-45,ONLINESUB61F11765-B8D4-49,ORIGDD038D50-5FDA-48,SKUdc401c,1,398.26,Extended 4thgeneration moratorium,MediumOrchid,398.26,424.79,是,正常,退款关闭,0,0
9F48696A-647A-4F61,OLF59EBC44-17EC-4C66,安娜奥莱店,c5e3829b-0852-400c-9,,2025-08-05 16:10:24,157.33,151.85,已签收,张佳,SPUab3389,2025-08-04 20:10:24,四川省,梧州县,京东,SUB00EAF3CB-F893-45,ONLINESUB0271E3C3-945D-4E,ORIGC497D959-FF11-48,SKU5eb120,1,193.89,Object-based 24hour installation,Khaki,193.89,257.33,是,正常,成功退款,0,1
5BD413B0-5BDF-4DAE,OLCC2DA2A3-B0BD-402F,安娜奥莱店,b4d3bfd6-42bf-4f8a-b,2025-06-30 21:44:50,2025-06-29 07:44:50,846.02,817.77,已发货,甘淑珍,SPUc4241e,2025-06-28 08:44:50,湖南省,莉市,拼多多,SUBFAC31546-2692-45,ONLINESUB8B88D934-963E-44,ORIG3E2AA946-CFDC-42,SKU2a4833,1,951.26,Expanded object-oriented paradigm,LightGoldenRodYellow,951.26,1173.35,否,正常,未申请退款,0,0
55159878-DF14-46BF,OL2364BF8F-AD2B-476C,安娜直播店,80de6aec-ea82-40c6-b,,2025-06-14 19:38:09,820.18,799.62,已签收,高萍,SPU50d9e2,2025-06-14 11:38:09,广西壮族自治区,东市,京东,SUB28ACFA03-76DF-4C,ONLINESUB7FDC5127-BAFD-4A,ORIGFB9E58D0-9534-4A,SKU20ac09,2,422.84,Multi-tiered non-volatile approach,Khaki,845.68,587.83,否,正常,成功退款,0,2
E57357B2-5E06-496B,OL1ACB6ACD-30E6-419D,安娜奥莱店,d0e31cdd-215d-4cbe-8,2025-05-20 21:51:34,2025-05-19 13:51:34,968.74,938.07,已签收,王岩,SPU37a7fc,2025-05-19 03:51:34,湖北省,梧州市,抖音,SUB6207C593-19B6-40,ONLINESUBCDD35DF4-4ABE-43,ORIG6C6488C8-1DB6-49,SKU0d32f0,3,365.65,Versatile context-sensitive hardware,SandyBrown,1096.95,388.45,否,正常,申请退款,3,0
F57DEBD8-7355-4DD4,OLAF043EAC-D886-47DF,安娜旗舰店,8dcb9ca7-6af8-4ea6-b,2025-05-19 08:38:16,2025-05-17 06:38:16,553.48,539.63,已完成,尚岩,SPU367ca2,2025-05-16 06:38:16,云南省,淑华县,抖音,SUB19604481-6A12-4F,ONLINESUB8099B419-0286-41,ORIG9F82D5A5-3691-42,SKU23dca0,1,556.76,Phased demand-driven pricing structure,PapayaWhip,556.76,600.59,是,正常,申请退款,1,0
C95BA8E3-8E54-4326,OL07CDCEC7-96EC-4A3F,安娜奥莱店,2451f0b1-d8a2-4ee6-9,2025-07-19 07:04:28,2025-07-17 14:04:28,408.52,389.84,已完成,陈桂荣,SPUb19e25,2025-07-16 18:04:28,天津市,梧州县,淘宝,SUB7AF733DE-A13A-47,ONLINESUB147D2A42-0ECD-4E,ORIG3ECD9117-D6DD-48,SKU31a67a,3,160.78,Organized system-worthy algorithm,DarkOrchid,482.34,180.43,否,正常,退款关闭,0,0
24B572EE-F215-4057,OLA3C566B6-09AC-4BD4,安娜直播店,25f1f553-957b-4ff7-b,,2025-08-19 18:50:18,590.69,588.04,已完成,岳磊,SPU81ae40,2025-08-19 00:50:18,湖南省,宁德县,得物,SUB5DEDA196-15EC-4D,ONLINESUB2B9F1FFD-5301-4F,ORIGF658FCD6-2BC9-4B,SKUc78f57,1,724.25,Organic non-volatile forecast,DarkMagenta,724.25,820.04,是,正常,成功退款,0,1
813FA243-1074-4DDC,OLDCD46353-5AEC-4129,安娜旗舰店,c12f8886-82b6-49a4-b,,2025-06-05 22:48:58,488.32,465.54,已签收,陈超,SPUab9761,2025-06-05 17:48:58,辽宁省,南京县,抖音,SUB3BBD08E6-ED53-45,ONLINESUB24AAC8C2-FA86-49,ORIG4F72F63F-1B09-42,SKU6fb074,1,591.5,De-engineered contextually-based infrastructure,Lavender,591.5,976.45,否,正常,成功退款,0,1
B64DE094-4A02-4F3A,OLE6DF7BF7-90D6-4616,安娜分销店,1c9e797a-fd0f-44de-b,2025-05-29 17:12:42,2025-05-26 20:12:42,875.48,870.49,已发货,钟艳,SPU9840bf,2025-05-26 02:12:42,河北省,平县,得物,SUB71F649A9-76AC-46,ONLINESUB39CE1ED6-0D65-44,ORIGB5149876-BA1F-4B,SKU5478ac,3,346.61,Balanced 4thgeneration knowledge user,MediumSpringGreen,1039.83,488.78,是,正常,申请退款,3,0
60E62F40-6AE3-4F5D,OL6452A6FB-E706-4CF3,安娜旗舰店,0c7c013e-9ed7-42d6-8,2025-09-29 19:58:06,2025-09-27 22:58:06,477.2,469.67,已完成,梅华,SPU3968e6,2025-09-27 15:58:06,浙江省,玉华县,天猫,SUBA693F6C9-5EFE-48,ONLINESUBA0CD1436-A6B3-48,ORIG00C3BCB5-BBF4-48,SKU9b8118,1,508.61,Enhanced even-keeled orchestration,Coral,508.61,659.34,是,正常,退款关闭,0,0
64354B4D-EFC1-416C,OLFC51246D-6461-4789,安娜奥莱店,693160f1-bca8-404e-8,2025-06-16 22:39:12,2025-06-15 08:39:12,1927.87,1837.4,已完成,程英,SPU313e38,2025-06-14 16:39:12,湖北省,玲县,小红书,SUB84248498-9D1E-4D,ONLINESUB699BC172-2D72-4E,ORIG4C838D63-6B64-48,SKUac970c,2,1140.0,Function-based grid-enabled neural-net,LightYellow,2280.0,1363.94,是,正常,申请退款,2,0
2F71A440-1437-4BB1,OL6168A512-239A-40CF,安娜分销店,d785b746-d551-4aff-9,2025-08-02 17:40:23,2025-07-31 04:40:23,921.35,897.93,已发货,周兰英,SPU8bcbf8,2025-07-31 03:40:23,安徽省,沈阳市,抖音,SUB0CA5638C-AD5E-46,ONLINESUBF1177921-9569-42,ORIG3DDDDF43-4263-4B,SKUb6e276,3,331.23,Horizontal tangible moratorium,LightSalmon,993.69,472.88,否,正常,未申请退款,0,0
52A16C31-9A34-458F,OL37A4F19E-587A-42A7,安娜旗舰店,b7db1bca-e83c-4873-a,,2025-05-15 00:18:26,443.91,425.78,已完成,黄成,SPU067b2d,2025-05-14 03:18:26,海南省,凯县,拼多多,SUBFA7AAA2E-8ADA-44,ONLINESUBB912A864-B29F-42,ORIG3DA04604-66A4-4B,SKU5dd44d,2,264.9,Up-sized actuating architecture,Pink,529.8,377.87,是,正常,成功退款,0,2
01DE1B41-2E29-4383,OL01CD978D-49BA-4991,安娜直播店,831b9132-774a-4881-b,2025-09-20 11:57:13,2025-09-19 18:57:13,2130.88,2129.05,已签收,石秀云,SPU6019a8,2025-09-19 02:57:13,湖北省,健县,得物,SUB37831E2A-6E34-45,ONLINESUB7C5635D2-2B3E-48,ORIGDFBB390B-22A3-4C,SKUfb9dba,3,751.06,Monitored context-sensitive alliance,FloralWhite,2253.18,935.18,是,正常,退款关闭,0,0
23E7656F-FD8F-4EDB,OL64CC08D0-43D9-4CA5,安娜奥莱店,c44de033-a62c-4f5b-8,2025-07-14 21:49:28,2025-07-13 08:49:28,576.58,563.73,已签收,陆平,SPU70636a,2025-07-12 10:49:28,香港特别行政区,辛集县,抖音,SUBEAB49F3B-8C10-4A,ONLINESUBEFC700D4-7F73-43,ORIG81048D0F-3C6A-4B,SKUe37ad6,1,619.58,Focused client-server customer loyalty,RoyalBlue,619.58,882.28,是,正常,退款关闭,0,0
D716E049-2B67-44DA,OL9618EF5B-50A6-4F8F,安娜奥莱店,df77c4dc-8d3b-4636-9,2025-09-08 04:19:52,2025-09-06 06:19:52,1373.13,1323.75,已签收,赵华,SPU79b914,2025-09-06 04:19:52,海南省,静县,淘宝,SUB9318DE97-AE70-4B,ONLINESUB64317E90-D59E-4E,ORIG19AD8707-00E4-4B,SKU75020c,3,485.6,Multi-channeled homogeneous service-desk,YellowGreen,1456.8,526.7,是,正常,未申请退款,0,0
5C899706-3A01-4A17,OLD0D3807D-EEAC-4697,安娜旗舰店,6b4563fd-bb91-4d6a-a,2025-09-17 03:57:40,2025-09-16 02:57:40,1626.19,1547.24,已完成,魏磊,SPU62cba0,2025-09-15 08:57:40,内蒙古自治区,秀云市,拼多多,SUBAA84A7BB-E9E9-4D,ONLINESUB549A2808-9AEA-47,ORIGBA29D0E4-CD10-4F,SKUa182bf,3,581.3,Synergistic attitude-oriented knowledgebase,Plum,1743.9,732.74,否,正常,申请退款,3,0
E92297B9-06EC-4A08,OLE6506BE3-67F4-48C5,安娜旗舰店,cd1379cc-1502-402c-9,2025-06-19 03:25:27,2025-06-18 17:25:27,1491.42,1450.9,已完成,黄龙,SPUc79f0d,2025-06-17 18:25:27,江苏省,太原市,得物,SUB145E0292-3CD9-4E,ONLINESUB0E94F94F-0C2C-49,ORIGCF307AF8-9A09-4C,SKU2d3be8,2,833.06,Exclusive 4thgeneration hardware,Tomato,1666.12,1251.88,是,正常,未申请退款,0,0
9DF1B81A-1A16-45EE,OL002F5544-E034-4F42,安娜旗舰店,0e2c7816-34ba-4ecd-a,2025-07-19 03:01:28,2025-07-18 16:01:28,2354.94,2284.56,已发货,赵平,SPU7f10c6,2025-07-17 22:01:28,山东省,马鞍山县,得物,SUB575F91A3-1BF3-47,ONLINESUB08A25EF0-77DF-46,ORIG6E048D85-5A28-49,SKUb1cf31,3,957.64,Cross-group homogeneous adapter,DarkOrange,2872.92,1396.36,是,正常,申请退款,3,0
5EAFD85A-7434-4E42,OL82E6A9A0-F06D-4880,安娜直播店,2851e1dd-246f-4874-9,2025-08-12 01:16:07,2025-08-09 04:16:07,470.01,464.21,已发货,唐辉,SPU15700c,2025-08-08 22:16:07,上海市,龙县,淘宝,SUBB5663660-2FB1-42,ONLINESUB6B77EA44-FD86-43,ORIG85C1FEAC-DD40-49,SKU2fed16,1,563.6,Adaptive empowering framework,Khaki,563.6,605.09,是,正常,未申请退款,0,0
E8F943AF-0D24-464E,OLFE65A156-2358-4A11,安娜旗舰店,812486b8-68d2-4491-a,2025-10-25 17:58:38,2025-10-24 18:58:38,393.5,377.6,已完成,项洁,SPUc7b0b4,2025-10-24 09:58:38,黑龙江省,济南市,得物,SUB3966FC19-7325-46,ONLINESUB75AD41AD-2BBD-4E,ORIG49387673-61A7-43,SKU1b1bf5,2,244.65,Quality-focused mission-critical support,DarkKhaki,489.3,347.38,否,正常,未申请退款,0,0
91259578-878C-4C44,OLFDAA0350-156C-49AB,安娜直播店,4fb78672-5417-4a68-8,2025-09-01 11:12:38,2025-08-29 15:12:38,817.7,781.34,已签收,吴楠,SPUb5e899,2025-08-28 23:12:38,安徽省,惠州县,京东,SUB7D12D847-4594-4D,ONLINESUBBED3F2F6-CFCE-49,ORIG85439207-8DCD-45,SKU9e5bba,1,959.13,Versatile motivating monitoring,Violet,959.13,1144.94,是,正常,未申请退款,0,0
059820FE-487A-4502,OLA0BB64D2-545F-487B,安娜直播店,ff1e263e-c256-4c1b-9,,2025-10-16 15:34:11,227.8,225.44,已完成,胡玉华,SPUd83e77,2025-10-16 09:34:11,辽宁省,石家庄县,淘宝,SUB2F40F46D-BE00-46,ONLINESUB949BF962-F4DE-49,ORIG110854A6-757B-4F,SKU90dd40,1,257.66,Configurable needs-based product,LightSalmon,257.66,400.34,是,正常,成功退款,0,1
E6DF5D00-851A-4817,OL9033F8A1-B24A-49AC,安娜直播店,9ead246e-f7e2-4bb4-b,2025-08-06 04:10:53,2025-08-05 04:10:53,1887.11,1857.14,已发货,孙建军,SPU3114c2,2025-08-05 03:10:53,河北省,文县,淘宝,SUB63DA1D60-848B-49,ONLINESUB261B322E-FFC3-40,ORIG26EED312-B9B8-45,SKU04343e,3,770.9,Horizontal multi-tasking encoding,LightGreen,2312.7,891.23,是,正常,未申请退款,0,0
07BB5B66-8ACF-4275,OL16B26354-AD8B-4B70,安娜旗舰店,aec12567-738d-4925-b,2025-08-24 17:22:11,2025-08-22 07:22:11,575.52,549.77,已完成,温璐,SPU78e25e,2025-08-21 09:22:11,海南省,桂花市,淘宝,SUB16E776BD-CE67-42,ONLINESUBBA54DCCB-5C7C-43,ORIG858158F8-A3EA-4B,SKUb57e49,2,358.69,Reduced mission-critical open system,DarkSalmon,717.38,569.79,否,正常,未申请退款,0,0
B5239872-8161-45D3,OLAF8F924C-A44B-4CB0,安娜奥莱店,ac0f6834-8053-4365-a,2025-09-12 14:51:48,2025-09-11 23:51:48,1293.43,1293.14,已发货,温玉梅,SPU1b6af5,2025-09-11 15:51:48,湖北省,丽娟市,淘宝,SUBBCD939A0-2CC9-4B,ONLINESUBC23EC234-7B07-49,ORIGC025A6AC-9207-47,SKU346011,3,497.74,De-engineered zero tolerance complexity,PaleGoldenRod,1493.22,608.01,是,正常,未申请退款,0,0
34246A3E-9B9C-4D9D,OL516B17B4-F1F3-41B8,安娜直播店,05711f0b-ca1c-4533-8,,2025-06-03 23:09:17,786.72,771.02,已发货,许想,SPU9d836b,2025-06-03 14:09:17,四川省,琴市,拼多多,SUB397FD9B4-7722-43,ONLINESUB144EAC75-8D10-4D,ORIG7E92448B-27B6-45,SKUd0b8b2,3,319.87,Mandatory bifurcated monitoring,Ivory,959.61,470.39,否,正常,成功退款,0,3
FA26C99A-EC81-4A13,OL15D5F278-3DAC-4FE7,安娜分销店,9e55d910-be00-4f47-a,2025-09-22 01:26:55,2025-09-20 17:26:55,1118.67,1078.0,已签收,甄亮,SPU148ec4,2025-09-20 00:26:55,辽宁省,丽华县,小红书,SUB17EE1A76-2DD8-4E,ONLINESUB95C9CBBB-7804-4C,ORIGDD722C48-1B1E-4D,SKU9da90a,1,1147.33,Team-oriented value-added solution,Peru,1147.33,1317.25,是,正常,退款关闭,0,0
97663372-3F1D-4156,OL5DFA57A4-45D5-40EA,安娜奥莱店,ba2cf717-842a-4b6d-a,2025-07-16 02:08:48,2025-07-14 21:08:48,1209.23,1159.75,已发货,张艳,SPU6f8a56,2025-07-14 01:08:48,香港特别行政区,香港市,拼多多,SUBA3598366-B9EA-47,ONLINESUBFADAC92E-6B73-44,ORIG8162640C-5FBC-40,SKU9f6186,3,490.58,Monitored bi-directional hub,Khaki,1471.74,604.22,是,正常,申请退款,3,0
1CB21111-67AD-4B0C,OL04F858BC-AFB5-4A1D,安娜旗舰店,17650551-df51-4dbd-8,,2025-10-13 00:03:20,1163.35,1133.0,已完成,韦红霞,SPU164c14,2025-10-12 04:03:20,湖北省,宁德县,京东,SUBD85696CF-C6EB-47,ONLINESUBB1DFACDC-A0D0-45,ORIG55BFBADA-9DC4-4D,SKUb1cc3e,2,726.97,Decentralized executive neural-net,RosyBrown,1453.94,966.21,否,正常,成功退款,0,2
232B2A49-BB8C-43AF,OLD2076A02-C6B7-4A8F,安娜旗舰店,38e8bad9-2ec8-411d-b,,2025-08-10 09:58:34,1118.64,1080.71,已完成,陈慧,SPU2fb30c,2025-08-09 16:58:34,湖北省,石家庄县,拼多多,SUB07010420-FB28-4E,ONLINESUBD1E18833-BC4C-41,ORIG3BD55302-93A0-43,SKU6eeccd,3,398.28,Total tertiary capability,Cornsilk,1194.84,503.89,否,正常,成功退款,0,3
9E491DAB-A399-42D5,OLD7A3AE12-D06E-49C7,安娜直播店,e54f6be8-1e44-4781-8,2025-10-23 04:18:22,2025-10-22 13:18:22,1306.9,1273.35,已签收,谢梅,SPUebf4fb,2025-10-22 10:18:22,甘肃省,太原市,抖音,SUB0536135F-19AB-4E,ONLINESUB16519BD7-8922-47,ORIG2EE385BA-53DA-44,SKUf46832,2,806.95,Multi-tiered incremental access,FloralWhite,1613.9,984.31,是,正常,退款关闭,0,0
87EA21D1-47D8-431B,OLBA75E1DA-3B1C-40BB,安娜直播店,705524f1-f1d8-41b8-a,2025-08-12 08:36:32,2025-08-10 10:36:32,1843.02,1798.64,已签收,马鹏,SPU7fdf24,2025-08-10 09:36:32,北京市,大冶县,天猫,SUB06641923-7989-42,ONLINESUB467ED5F2-AE0F-48,ORIGFA4B3278-DA4E-4B,SKU34f643,3,730.1,Business-focused systematic support,Teal,2190.3,1117.92,否,正常,未申请退款,0,0
DAECBB01-E959-4EA0,OLFC5CE431-6F96-4E6D,安娜奥莱店,ed0a9e2e-5b21-4ed0-a,2025-10-14 01:59:31,2025-10-11 16:59:31,283.8,274.42,已发货,戴英,SPU2fb30c,2025-10-11 14:59:31,广西壮族自治区,齐齐哈尔市,京东,SUB3C904927-7A4B-49,ONLINESUBDB2E6528-6D84-4E,ORIG215CC74A-F0E1-45,SKU6eeccd,1,310.84,Total tertiary capability,Cornsilk,310.84,385.62,是,正常,未申请退款,0,0
67E4E435-D462-421E,OL3AF92D70-BAF4-4760,安娜直播店,009f7324-fa73-47bc-b,2025-05-21 06:38:26,2025-05-20 06:38:26,592.62,576.43,已签收,李想,SPU3e316a,2025-05-19 10:38:26,山东省,柳县,小红书,SUB4B9F9B32-829F-45,ONLINESUBE5882303-1B3C-4B,ORIG06557706-6CE9-4A,SKU97d83c,1,733.35,Customer-focused tertiary toolset,LightSalmon,733.35,876.02,否,正常,申请退款,1,0
1C4B68C6-140C-4D7A,OL83D17AC3-ACD4-4BFA,安娜分销店,9ff14dca-5a98-4616-9,,2025-07-14 15:22:37,480.3,459.18,已签收,周磊,SPUedb708,2025-07-14 11:22:37,辽宁省,红梅县,抖音,SUB487D2A78-57FE-40,ONLINESUBA2399EC5-A353-45,ORIGAF52F2B3-114B-44,SKU956e53,2,249.04,Team-oriented dynamic open system,Khaki,498.08,386.59,是,正常,成功退款,0,2
